Station,Latitude,Longitude,Date,Time,Parameter,Result,Units,Rainfall in Last 24 hours,Tide Stage,Weather,Wind/Current Direction
JIC1,32.750698,-79.950133,2018-10-17,0919,Enterococci,61,MPN/100 mL,0.00,full ebb,cloud,N
JIC1,32.750698,-79.950133,2018-10-24,0851,Enterococci,61,MPN/100 mL,0.00,full flood,clear,E/SE
JIC1,32.750698,-79.950133,2018-10-31,0855,Enterococci,327,MPN/100 mL,0.00,1/4 flood,clear,NE
JIC1,32.750698,-79.950133,2019-05-08,1022,Enterococci,31,MPN/100 mL,0.00,3/4 flood,clear,SE
JIC1,32.750698,-79.950133,2019-05-15,0900,Enterococci,86,MPN/100 mL,0.00,1/2 ebb,clear,W
JIC1,32.750698,-79.950133,2019-05-22,0852,Enterococci,30,MPN/100 mL,0.00,3/4 flood,cloud,SE
JIC1,32.750698,-79.950133,2019-05-29,0835,Enterococci,52,MPN/100 mL,0.00,1/2 ebb,clear,SW
JIC1,32.750698,-79.950133,2019-06-05,0850,Enterococci,41,MPN/100 mL,0.05,full flood,cloud,SW
JIC1,32.750698,-79.950133,2019-06-13,0838,Enterococci,1850,MPN/100 mL,3.24,1/4 ebb,cloud,NW
JIC1,32.750698,-79.950133,2019-06-19,0851,Enterococci,31,MPN/100 mL,0.00,3/4 flood,cloud,W
JIC1,32.750698,-79.950133,2019-06-26,0831,Enterococci,96,MPN/100 mL,0.00,full ebb,clear,SW
JIC1,32.750698,-79.950133,2019-07-01,0835,Enterococci,41,MPN/100 mL,0.00,full flood,clear,N
JIC1,32.750698,-79.950133,2019-07-10,0850,Enterococci,86,MPN/100 mL,0.02,full ebb,cloud,W
JIC1,32.750698,-79.950133,2019-07-17,0840,Enterococci,74,MPN/100 mL,0.00,full flood,clear,W
JIC1,32.750698,-79.950133,2019-07-24,1000,Enterococci,368,MPN/100 mL,1.12,1/4 flood,cloud,S
JIC1,32.750698,-79.950133,2019-08-07,0830,Enterococci,121,MPN/100 mL,0.00,full ebb,clear,NE
JIC1,32.750698,-79.950133,2019-08-14,0841,Enterococci,41,MPN/100 mL,0.00,full flood,cloud,NE
JIC1,32.750698,-79.950133,2019-08-28,0838,Enterococci,74,MPN/100 mL,0.00,1/4 ebb,cloud,calm
JIC1,32.750698,-79.950133,2019-09-11,0856,Enterococci,158,MPN/100 mL,0.02,1/4 ebb,fair,N
JIC1,32.750698,-79.950133,2019-09-18,0852,Enterococci,52,MPN/100 mL,0.00,1/2 flood,cloud,NE
JIC1,32.750698,-79.950133,2019-09-25,0846,Enterococci,183,MPN/100 mL,0.00,3/4 ebb,fair,N
JIC1,32.750698,-79.950133,2019-10-02,0845,Enterococci,52,MPN/100 mL,0.00,1/2 flood,clear,NE
JIC1,32.750698,-79.950133,2019-10-09,0845,Enterococci,181,MPN/100 mL,0.00,1/4 ebb,cloud,N
JIC1,32.750698,-79.950133,2019-10-17,0849,Enterococci,72,MPN/100 mL,0.07,3/4 flood,fair,calm
JIC1,32.750698,-79.950133,2019-10-23,0835,Enterococci,193,MPN/100 mL,0.00,3/4 ebb,fair,N
JIC1,32.750698,-79.950133,2019-10-30,0845,Enterococci,52,MPN/100 mL,0.00,3/4 flood,cloud,calm
JIC2,32.744501,-79.971168,2017-05-03,0845,Enterococci,359,MPN/100 mL,0.00,3/4 ebb,clear,calm
JIC2,32.744501,-79.971168,2017-05-10,0819,Enterococci,52,MPN/100 mL,0.00,flood,clear,calm
JIC2,32.744501,-79.971168,2017-05-17,0854,Enterococci,109,MPN/100 mL,0.00,1/4 flood,clear,S
JIC2,32.744501,-79.971168,2017-05-24,0835,Enterococci,24196,MPN/100 mL,3.10,1/4 ebb,fair,SW
JIC2,32.744501,-79.971168,2017-05-31,0858,Enterococci,328,MPN/100 mL,0.00,ebb,fair,calm
JIC2,32.744501,-79.971168,2017-06-07,0836,Enterococci,7270,MPN/100 mL,3.25,1/4 ebb,rain,calm
JIC2,32.744501,-79.971168,2017-06-14,0855,Enterococci,108,MPN/100 mL,0.00,1/2 flood,fair,calm
JIC2,32.744501,-79.971168,2017-06-21,0833,Enterococci,3968,MPN/100 mL,0.65,1/4 ebb,cloud,calm
JIC2,32.744501,-79.971168,2017-06-28,0840,Enterococci,359,MPN/100 mL,0.00,1/4 flood,clear,E
JIC2,32.744501,-79.971168,2017-07-05,0933,Enterococci,109,MPN/100 mL,0.00,3/4 ebb,clear,SW
JIC2,32.744501,-79.971168,2017-07-12,0822,Enterococci,181,MPN/100 mL,0.00,3/4 flood,clear,calm
JIC2,32.744501,-79.971168,2017-07-19,0842,Enterococci,345,MPN/100 mL,0.00,3/4 ebb,clear,calm
JIC2,32.744501,-79.971168,2017-07-26,0836,Enterococci,4611,MPN/100 mL,0.08,1/2 flood,cloud,calm
JIC2,32.744501,-79.971168,2017-08-02,0830,Enterococci,253,MPN/100 mL,0.00,3/4 ebb,fair,calm
JIC2,32.744501,-79.971168,2017-08-09,0850,Enterococci,496,MPN/100 mL,0.34,flood,cloud,calm
JIC2,32.744501,-79.971168,2017-08-16,0833,Enterococci,867,MPN/100 mL,0.00,3/4 ebb,clear,calm
JIC2,32.744501,-79.971168,2017-08-23,0824,Enterococci,284,MPN/100 mL,0.00,3/4 flood,fair,calm
JIC2,32.744501,-79.971168,2017-08-30,0858,Enterococci,7270,MPN/100 mL,0.00,ebb,fair,N
JIC2,32.744501,-79.971168,2017-09-06,1005,Enterococci,480,MPN/100 mL,0.98,1/4 ebb,rain,SE
JIC2,32.744501,-79.971168,2017-09-14,0842,Enterococci,1334,MPN/100 mL,0.00,ebb,cloud,calm
JIC2,32.744501,-79.971168,2017-09-20,0854,Enterococci,235,MPN/100 mL,0.00,flood,fair,calm
JIC2,32.744501,-79.971168,2017-09-27,0856,Enterococci,426,MPN/100 mL,0.00,1/4 flood,clear,calm
JIC2,32.744501,-79.971168,2017-10-04,0853,Enterococci,63,MPN/100 mL,0.00,1/4 ebb,clear,calm
JIC2,32.744501,-79.971168,2017-10-11,0847,Enterococci,860,MPN/100 mL,0.00,1/4 flood,clear,calm
JIC2,32.744501,-79.971168,2017-10-18,0838,Enterococci,142,MPN/100 mL,0.00,flood,clear,calm
JIC2,32.744501,-79.971168,2017-10-25,0845,Enterococci,2064,MPN/100 mL,0.00,1/4 flood,clear,W
JIC2,32.744501,-79.971168,2018-05-02,0831,Enterococci,131,MPN/100 mL,0.00,3/4 flood,clear,W
JIC2,32.744501,-79.971168,2018-05-09,0834,Enterococci,131,MPN/100 mL,0.00,3/4 ebb,fair,SW
JIC2,32.744501,-79.971168,2018-05-16,0842,Enterococci,118,MPN/100 mL,0.01,3/4 flood,fair,SW
JIC2,32.744501,-79.971168,2018-05-23,0823,Enterococci,457,MPN/100 mL,0.00,3/4 ebb,fair,SW
JIC2,32.744501,-79.971168,2018-05-30,0843,Enterococci,272,MPN/100 mL,0.58,3/4 flood,rain,NW
JIC2,32.744501,-79.971168,2018-06-06,0852,Enterococci,341,MPN/100 mL,0.00,slack ebb,fair,W
JIC2,32.744501,-79.971168,2018-06-13,0840,Enterococci,301,MPN/100 mL,0.11,full flood,cloud,calm
JIC2,32.744501,-79.971168,2018-06-20,0914,Enterococci,197,MPN/100 mL,0.00,full ebb,clear,calm
JIC2,32.744501,-79.971168,2018-06-27,0836,Enterococci,135,MPN/100 mL,0.00,1/4 ebb,fair,N
JIC2,32.744501,-79.971168,2018-07-02,0832,Enterococci,459,MPN/100 mL,0.00,1/2 flood,fair,W
JIC2,32.744501,-79.971168,2018-08-08,0825,Enterococci,627,MPN/100 mL,0.00,1/2 ebb,clear,W
JIC2,32.744501,-79.971168,2018-08-15,0847,Enterococci,6867,MPN/100 mL,0.22,1/2 flood,clear,S
JIC2,32.744501,-79.971168,2018-08-22,0854,Enterococci,269,MPN/100 mL,0.00,1/4 ebb,fair,NE
JIC2,32.744501,-79.971168,2018-08-29,0845,Enterococci,405,MPN/100 mL,0.00,3/4 flood,clear,NE
JIC2,32.744501,-79.971168,2018-09-05,0844,Enterococci,145,MPN/100 mL,0.00,3/4 ebb,fair,S
JIC2,32.744501,-79.971168,2018-09-19,0838,Enterococci,1585,MPN/100 mL,0.00,3/4 ebb,clear,E
JIC2,32.744501,-79.971168,2018-09-26,0830,Enterococci,97,MPN/100 mL,0.00,3/4 flood,clear,NE
JIC2,32.744501,-79.971168,2018-10-03,0900,Enterococci,373,MPN/100 mL,0.00,slack ebb,clear,N
JIC2,32.744501,-79.971168,2018-10-12,0843,Enterococci,934,MPN/100 mL,0.00,1/2 flood,clear,NE
JIC2,32.744501,-79.971168,2018-10-17,0855,Enterococci,933,MPN/100 mL,0.00,full ebb,fair,N
JIC2,32.744501,-79.971168,2018-10-24,0859,Enterococci,175,MPN/100 mL,0.00,full flood,clear,E
JIC2,32.744501,-79.971168,2018-10-31,0852,Enterococci,1281,MPN/100 mL,0.00,slack ebb,clear,N
JIC2B,32.744701,-79.970681,2018-07-11,0841,Enterococci,345,MPN/100 mL,0.00,1/4 ebb,clear,E
JIC2B,32.744701,-79.970681,2018-07-18,0853,Enterococci,1529,MPN/100 mL,0.26,1/4 flood,fair,W
JIC2B,32.744701,-79.970681,2018-07-25,0845,Enterococci,1267,MPN/100 mL,0.07,1/4 ebb,fair,E
JIC2B,32.744701,-79.970681,2018-08-01,0841,Enterococci,6488,MPN/100 mL,0.42,1/2 flood,cloud,SW
JIC2,32.744501,-79.971168,2019-05-08,0847,Enterococci,238,MPN/100 mL,0.00,3/4 flood,clear,calm
JIC2,32.744501,-79.971168,2019-05-15,0845,Enterococci,148,MPN/100 mL,0.00,1/2 ebb,clear,N
JIC2,32.744501,-79.971168,2019-05-22,0839,Enterococci,63,MPN/100 mL,0.00,1/2 flood,fair,E
JIC2,32.744501,-79.971168,2019-05-29,0833,Enterococci,379,MPN/100 mL,0.00,1/2 ebb,clear,calm
JIC2,32.744501,-79.971168,2019-06-05,0853,Enterococci,199,MPN/100 mL,0.05,3/4 flood,cloud,S
JIC2,32.744501,-79.971168,2019-06-13,0840,Enterococci,7701,MPN/100 mL,3.24,1/2 ebb,cloud,calm
JIC2,32.744501,-79.971168,2019-06-19,0842,Enterococci,86,MPN/100 mL,0.00,3/4 flood,cloud,calm
JIC2,32.744501,-79.971168,2019-06-26,0834,Enterococci,331,MPN/100 mL,0.00,3/4 ebb,clear,calm
JIC2,32.744501,-79.971168,2019-07-01,0842,Enterococci,84,MPN/100 mL,0.00,1/4 ebb,clear,W
JIC2,32.744501,-79.971168,2019-07-10,0905,Enterococci,364,MPN/100 mL,0.02,full ebb,fair,calm
JIC2,32.744501,-79.971168,2019-07-17,0847,Enterococci,75,MPN/100 mL,0.00,full flood,clear,SW
JIC2,32.744501,-79.971168,2019-07-24,0838,Enterococci,3609,MPN/100 mL,1.12,slack ebb,fair,calm
JIC2,32.744501,-79.971168,2019-08-07,0840,Enterococci,262,MPN/100 mL,0.00,full ebb,clear,SW
JIC2,32.744501,-79.971168,2019-08-14,0837,Enterococci,63,MPN/100 mL,0.00,1/4 ebb,cloud,calm
JIC2,32.744501,-79.971168,2019-08-28,0850,Enterococci,173,MPN/100 mL,0.00,1/4 ebb,fair,calm
JIC2,32.744501,-79.971168,2019-09-11,0855,Enterococci,238,MPN/100 mL,0.02,1/4 ebb,clear,calm
JIC2,32.744501,-79.971168,2019-09-18,0905,Enterococci,85,MPN/100 mL,0.00,3/4 flood,cloud,calm
JIC2,32.744501,-79.971168,2019-09-25,0854,Enterococci,420,MPN/100 mL,0.00,1/2 ebb,clear,S
JIC2,32.744501,-79.971168,2019-10-02,0912,Enterococci,109,MPN/100 mL,0.00,3/4 flood,clear,calm
JIC2,32.744501,-79.971168,2019-10-09,0847,Enterococci,932,MPN/100 mL,0.00,1/2 ebb,cloud,NE
JIC2,32.744501,-79.971168,2019-10-17,0901,Enterococci,408,MPN/100 mL,0.07,3/4 flood,fair,N
JIC2,32.744501,-79.971168,2019-10-23,0858,Enterococci,598,MPN/100 mL,0.00,3/4 ebb,clear,calm
JIC2,32.744501,-79.971168,2019-10-30,0911,Enterococci,197,MPN/100 mL,0.00,3/4 flood,cloud,calm
SC1,32.790415,-79.885063,2017-05-03,1049,Enterococci,10,MPN/100 mL,0.00,1/4 flood,clear,NW
SC1,32.790415,-79.885063,2017-05-10,0932,Enterococci,10,MPN/100 mL,0.00,1/4 ebb,clear,NW
SC1,32.790415,-79.885063,2017-05-17,1000,Enterococci,10,MPN/100 mL,0.00,1/2 flood,fair,SW
SC1,32.790415,-79.885063,2017-05-24,0939,Enterococci,2282,MPN/100 mL,3.10,1/4 ebb,cloud,SW
SC1,32.790415,-79.885063,2017-05-31,1005,Enterococci,41,MPN/100 mL,0.00,1/4 flood,cloud,calm
SC1,32.790415,-79.885063,2017-06-07,1044,Enterococci,2282,MPN/100 mL,3.25,1/2 ebb,rain,NW
SC1,32.790415,-79.885063,2017-06-14,1015,Enterococci,10,MPN/100 mL,0.00,1/2 flood,fair,SW
SC1,32.790415,-79.885063,2017-06-21,1010,Enterococci,913,MPN/100 mL,0.65,3/4 ebb,cloud,SW
SC1,32.790415,-79.885063,2017-06-28,1015,Enterococci,41,MPN/100 mL,0.00,fair,3/4 flood,NE
SC1,32.790415,-79.885063,2017-07-05,1055,Enterococci,41,MPN/100 mL,0.00,3/4 ebb,clear,SW
SC1,32.790415,-79.885063,2017-07-12,1009,Enterococci,10,MPN/100 mL,0.00,flood,fair,SW
SC1,32.790415,-79.885063,2017-07-19,1018,Enterococci,139,MPN/100 mL,0.00,ebb,clear,calm
SC1,32.790415,-79.885063,2017-07-26,0852,Enterococci,61,MPN/100 mL,0.08,1/2 flood,cloud,NE
SC1,32.790415,-79.885063,2017-08-02,0943,Enterococci,52,MPN/100 mL,0.00,3/4 ebb,clear,NW
SC1,32.790415,-79.885063,2017-08-09,0925,Enterococci,51,MPN/100 mL,0.34,flood,cloud,W
SC1,32.790415,-79.885063,2017-08-16,1027,Enterococci,63,MPN/100 mL,0.00,ebb,clear,W
SC1,32.790415,-79.885063,2017-08-23,1009,Enterococci,10,MPN/100 mL,0.00,flood,fair,calm
SC1,32.790415,-79.885063,2017-08-30,0850,Enterococci,573,MPN/100 mL,0.00,ebb,cloud,NE
SC1,32.790415,-79.885063,2017-09-06,1000,Enterococci,17329,MPN/100 mL,0.98,1/4 ebb,rain,SW
SC1,32.790415,-79.885063,2017-09-14,0859,Enterococci,459,MPN/100 mL,0.00,ebb,cloud,SW
SC1,32.790415,-79.885063,2017-09-20,1023,Enterococci,41,MPN/100 mL,0.00,1/4 ebb,fair,SW
SC1,32.790415,-79.885063,2017-09-27,0955,Enterococci,63,MPN/100 mL,0.00,1/2 flood,clear,NW
SC1,32.790415,-79.885063,2017-10-04,1000,Enterococci,75,MPN/100 mL,0.00,1/2 ebb,clear,NE
SC1,32.790415,-79.885063,2017-10-11,1036,Enterococci,20,MPN/100 mL,0.00,1/2 flood,cloud,calm
SC1,32.790415,-79.885063,2017-10-18,1021,Enterococci,41,MPN/100 mL,0.00,1/2 ebb,clear,NE
SC1,32.790415,-79.885063,2017-10-25,1053,Enterococci,63,MPN/100 mL,0.00,3/4 flood,clear,W
SC1,32.790415,-79.885063,2018-05-02,0959,Enterococci,10,MPN/100 mL,0.00,full flood,clear,S
SC1,32.790415,-79.885063,2018-05-09,0940,Enterococci,52,MPN/100 mL,0.00,full ebb,fair,WNW
SC1,32.790415,-79.885063,2018-05-16,0951,Enterococci,10,MPN/100 mL,0.01,full flood,fair,S
SC1,32.790415,-79.885063,2018-05-23,0937,Enterococci,122,MPN/100 mL,0.00,3/4 ebb,cloud,SW
SC1,32.790415,-79.885063,2018-05-30,0829,Enterococci,41,MPN/100 mL,0.58,full flood,rain,calm
SC1,32.790415,-79.885063,2018-06-06,0948,Enterococci,10,MPN/100 mL,0.00,full ebb,fair,SW
SC1,32.790415,-79.885063,2018-06-13,0950,Enterococci,134,MPN/100 mL,0.11,1/4 ebb,cloud,NW
SC1,32.790415,-79.885063,2018-06-20,0953,Enterococci,52,MPN/100 mL,0.00,1/4 flood,clear,S
SC1,32.790415,-79.885063,2018-06-27,1012,Enterococci,31,MPN/100 mL,0.00,1/2 ebb,fair,E
SC1,32.790415,-79.885063,2018-07-02,0941,Enterococci,30,MPN/100 mL,0.00,3/4 flood,fair,calm
SC1,32.790415,-79.885063,2018-07-11,0850,Enterococci,84,MPN/100 mL,0.00,1/4 ebb,fair,SW
SC1,32.790415,-79.885063,2018-07-18,0844,Enterococci,168,MPN/100 mL,0.26,1/4 flood,cloud,SW
SC1,32.790415,-79.885063,2018-07-25,0948,Enterococci,588,MPN/100 mL,0.07,1/2 ebb,cloud,calm
SC1,32.790415,-79.885063,2018-08-01,0951,Enterococci,63,MPN/100 mL,0.42,3/4 flood,fair,SW
SC1,32.790415,-79.885063,2018-08-08,0949,Enterococci,132,MPN/100 mL,0.00,3/4 ebb,clear,SW
SC1,32.790415,-79.885063,2018-08-15,0954,Enterococci,10,MPN/100 mL,0.22,3/4 flood,cloud,calm
SC1,32.790415,-79.885063,2018-08-22,0955,Enterococci,97,MPN/100 mL,0.00,3/4 ebb,fair,SW
SC1,32.790415,-79.885063,2018-08-29,0948,Enterococci,10,MPN/100 mL,0.00,full flood,clear,calm
SC1,32.790415,-79.885063,2018-09-05,0945,Enterococci,52,MPN/100 mL,0.00,full ebb,fair,NE
SC1,32.790415,-79.885063,2018-09-19,1003,Enterococci,75,MPN/100 mL,0.00,full ebb,clear,calm
SC1,32.790415,-79.885063,2018-09-26,0955,Enterococci,10,MPN/100 mL,0.00,full flood,clear,NW
SC1,32.790415,-79.885063,2018-10-03,0956,Enterococci,41,MPN/100 mL,0.00,full ebb,fair,calm
SC1,32.790415,-79.885063,2018-10-12,0943,Enterococci,20,MPN/100 mL,0.00,3/4 flood,clear,NW
SC1,32.790415,-79.885063,2018-10-17,1035,Enterococci,20,MPN/100 mL,0.00,1/4 flood,cloud,W
SC1,32.790415,-79.885063,2018-10-24,1017,Enterococci,52,MPN/100 mL,0.00,1/4 ebb,clear,N
SC1,32.790415,-79.885063,2018-10-31,1008,Enterococci,10,MPN/100 mL,0.00,1/2 flood,clear,N
SC1,32.790415,-79.885063,2019-05-08,0855,Enterococci,41,MPN/100 mL,0.00,3/4 flood,clear,E/SE
SC1,32.790415,-79.885063,2019-05-15,0959,Enterococci,135,MPN/100 mL,0.00,3/4 ebb,clear,NE
SC1,32.790415,-79.885063,2019-05-22,1011,Enterococci,10,MPN/100 mL,0.00,3/4 flood,fair,SE
SC1,32.790415,-79.885063,2019-05-29,0956,Enterococci,20,MPN/100 mL,0.00,3/4 ebb,clear,W
SC1,32.790415,-79.885063,2019-06-05,0951,Enterococci,10,MPN/100 mL,0.05,full flood,cloud,SE
SC1,32.790415,-79.885063,2019-06-13,0940,Enterococci,1723,MPN/100 mL,3.24,3/4 ebb,cloud,SW
SC1,32.790415,-79.885063,2019-06-19,1006,Enterococci,10,MPN/100 mL,0.00,full flood,fair,SW
SC1,32.790415,-79.885063,2019-06-26,1021,Enterococci,20,MPN/100 mL,0.00,1/4 flood,clear,calm
SC1,32.790415,-79.885063,2019-07-01,1030,Enterococci,10,MPN/100 mL,0.00,1/2 ebb,clear,W
SC1,32.790415,-79.885063,2019-07-17,0950,Enterococci,41,MPN/100 mL,0.00,slack flood,clear,calm
SC1,32.790415,-79.885063,2019-07-24,0935,Enterococci,350,MPN/100 mL,1.12,1/4 flood,cloud,N
SC1,32.790415,-79.885063,2019-08-07,1001,Enterococci,10,MPN/100 mL,0.00,1/4 flood,clear,W
SC1,32.790415,-79.885063,2019-08-14,0947,Enterococci,20,MPN/100 mL,0.00,1/4 ebb,fair,calm
SC1,32.790415,-79.885063,2019-08-28,1040,Enterococci,134,MPN/100 mL,0.00,3/4 ebb,fair,S
SC1,32.790415,-79.885063,2019-09-11,1000,Enterococci,120,MPN/100 mL,0.02,1/2 ebb,clear,NE
SC1,32.790415,-79.885063,2019-09-18,1056,Enterococci,30,MPN/100 mL,0.00,full flood,clear,NE
SC1,32.790415,-79.885063,2019-09-25,1026,Enterococci,201,MPN/100 mL,0.00,3/4 ebb,fair,S
SC1,32.790415,-79.885063,2019-10-02,1032,Enterococci,30,MPN/100 mL,0.00,full flood,clear,E
SC1,32.790415,-79.885063,2019-10-09,1000,Enterococci,156,MPN/100 mL,0.00,1/2 ebb,cloud,N
SC1,32.790415,-79.885063,2019-10-17,1012,Enterococci,10,MPN/100 mL,0.07,3/4 flood,fair,W
SC1,32.790415,-79.885063,2019-10-23,0948,Enterococci,119,MPN/100 mL,0.00,full ebb,fair,NW
SC1,32.790415,-79.885063,2019-10-30,1020,Enterococci,10,MPN/100 mL,0.00,full flood,fair,N
SC2,32.793195,-79.876464,2017-05-03,1100,Enterococci,52,MPN/100 mL,0.00,1/4 flood,clear,N
SC2,32.793195,-79.876464,2017-05-10,0942,Enterococci,20,MPN/100 mL,0.00,1/4 ebb,clear,NW
SC2,32.793195,-79.876464,2017-05-17,1012,Enterococci,52,MPN/100 mL,0.00,1/2 flood,fair,SW
SC2,32.793195,-79.876464,2017-05-24,0953,Enterococci,4611,MPN/100 mL,3.10,1/2 ebb,fair,SW
SC2,32.793195,-79.876464,2017-05-31,1018,Enterococci,31,MPN/100 mL,0.00,1/4 flood,cloud,calm
SC2,32.793195,-79.876464,2017-06-07,1027,Enterococci,4106,MPN/100 mL,3.25,1/2 ebb,rain,NW
SC2,32.793195,-79.876464,2017-06-14,1031,Enterococci,41,MPN/100 mL,0.00,1/2 flood,fair,SW
SC2,32.793195,-79.876464,2017-06-21,1024,Enterococci,832,MPN/100 mL,0.65,ebb,cloud,SW
SC2,32.793195,-79.876464,2017-06-28,1006,Enterococci,97,MPN/100 mL,0.00,3/4 flood,fair,NE
SC2,32.793195,-79.876464,2017-07-05,1047,Enterococci,41,MPN/100 mL,0.00,3/4 ebb,clear,SW
SC2,32.793195,-79.876464,2017-07-12,1020,Enterococci,747,MPN/100 mL,0.00,flood,fair,SW
SC2,32.793195,-79.876464,2017-07-19,1030,Enterococci,109,MPN/100 mL,0.00,ebb,clear,calm
SC2,32.793195,-79.876464,2017-07-26,0901,Enterococci,158,MPN/100 mL,0.08,1/2 flood,cloud,NE
SC2,32.793195,-79.876464,2017-08-02,0953,Enterococci,185,MPN/100 mL,0.00,3/4 ebb,clear,calm
SC2,32.793195,-79.876464,2017-08-09,0935,Enterococci,122,MPN/100 mL,0.34,flood,cloud,W
SC2,32.793195,-79.876464,2017-08-16,1037,Enterococci,74,MPN/100 mL,0.00,ebb,clear,W
SC2,32.793195,-79.876464,2017-08-23,1019,Enterococci,52,MPN/100 mL,0.00,flood,fair,calm
SC2,32.793195,-79.876464,2017-08-30,0841,Enterococci,836,MPN/100 mL,0.00,ebb,cloud,NE
SC2,32.793195,-79.876464,2017-09-06,0945,Enterococci,24196,MPN/100 mL,0.98,1/4 ebb,rain,W
SC2,32.793195,-79.876464,2017-09-14,0838,Enterococci,262,MPN/100 mL,0.00,ebb,cloud,calm
SC2,32.793195,-79.876464,2017-09-20,1037,Enterococci,30,MPN/100 mL,0.00,1/4 ebb,fair,SW
SC2,32.793195,-79.876464,2017-09-27,1005,Enterococci,158,MPN/100 mL,0.00,1/2 flood,clear,NW
SC2,32.793195,-79.876464,2017-10-04,1011,Enterococci,41,MPN/100 mL,0.00,1/2 ebb,clear,NE
SC2,32.793195,-79.876464,2017-10-11,1045,Enterococci,63,MPN/100 mL,0.00,1/2 flood,cloud,calm
SC2,32.793195,-79.876464,2017-10-18,1030,Enterococci,52,MPN/100 mL,0.00,1/2 ebb,clear,NE
SC2,32.793195,-79.876464,2017-10-25,1037,Enterococci,171,MPN/100 mL,0.00,3/4 flood,clear,W
SC2,32.793195,-79.876464,2018-05-02,1010,Enterococci,10,MPN/100 mL,0.00,full flood,clear,S
SC2,32.793195,-79.876464,2018-05-09,0948,Enterococci,52,MPN/100 mL,0.00,full ebb,fair,WNW
SC2,32.793195,-79.876464,2018-05-16,1000,Enterococci,10,MPN/100 mL,0.01,full flood,fair,S
SC2,32.793195,-79.876464,2018-05-23,0949,Enterococci,41,MPN/100 mL,0.00,full ebb,cloud,SW
SC2,32.793195,-79.876464,2018-05-30,0845,Enterococci,395,MPN/100 mL,0.58,full flood,cloud,calm
SC2,32.793195,-79.876464,2018-06-06,0955,Enterococci,41,MPN/100 mL,0.00,1/4 flood,fair,SW
SC2,32.793195,-79.876464,2018-06-13,1000,Enterococci,139,MPN/100 mL,0.11,1/4 ebb,cloud,NW
SC2,32.793195,-79.876464,2018-06-20,1002,Enterococci,617,MPN/100 mL,0.00,1/4 flood,clear,S
SC2,32.793195,-79.876464,2018-06-27,1023,Enterococci,126,MPN/100 mL,0.00,1/2 ebb,fair,E
SC2,32.793195,-79.876464,2018-07-02,0950,Enterococci,30,MPN/100 mL,0.00,3/4 flood,fair,calm
SC2,32.793195,-79.876464,2018-07-11,0840,Enterococci,52,MPN/100 mL,0.00,1/4 ebb,fair,SW
SC2,32.793195,-79.876464,2018-07-18,0834,Enterococci,408,MPN/100 mL,0.26,1/4 flood,cloud,SW
SC2,32.793195,-79.876464,2018-07-25,0955,Enterococci,259,MPN/100 mL,0.07,1/2 ebb,cloud,calm
SC2,32.793195,-79.876464,2018-08-01,1001,Enterococci,682,MPN/100 mL,0.42,3/4 flood,fair,S
SC2,32.793195,-79.876464,2018-08-08,1000,Enterococci,120,MPN/100 mL,0.00,3/4 ebb,clear,SW
SC2,32.793195,-79.876464,2018-08-15,1000,Enterococci,52,MPN/100 mL,0.22,3/4 flood,clear,calm
SC2,32.793195,-79.876464,2018-08-22,1005,Enterococci,30,MPN/100 mL,0.00,3/4 ebb,fair,SW
SC2,32.793195,-79.876464,2018-08-29,0955,Enterococci,41,MPN/100 mL,0.00,full flood,clear,calm
SC2,32.793195,-79.876464,2018-09-05,0953,Enterococci,62,MPN/100 mL,0.00,full ebb,fair,NE
SC2,32.793195,-79.876464,2018-09-19,1013,Enterococci,41,MPN/100 mL,0.00,full ebb,clear,calm
SC2,32.793195,-79.876464,2018-09-26,1000,Enterococci,30,MPN/100 mL,0.00,1/4 ebb,clear,NW
SC2,32.793195,-79.876464,2018-10-03,1004,Enterococci,85,MPN/100 mL,0.00,full ebb,fair,calm
SC2,32.793195,-79.876464,2018-10-12,0949,Enterococci,73,MPN/100 mL,0.00,3/4 flood,clear,NW
SC2,32.793195,-79.876464,2018-10-17,1042,Enterococci,75,MPN/100 mL,0.00,1/2 flood,cloud,W
SC2,32.793195,-79.876464,2018-10-24,1027,Enterococci,52,MPN/100 mL,0.00,1/4 ebb,clear,N
SC2,32.793195,-79.876464,2018-10-31,1015,Enterococci,63,MPN/100 mL,0.00,1/2 flood,clear,N
SC2,32.793195,-79.876464,2019-05-08,0840,Enterococci,20,MPN/100 mL,0.00,1/2 flood,clear,E/SE
SC2,32.793195,-79.876464,2019-05-15,1008,Enterococci,197,MPN/100 mL,0.00,3/4 ebb,clear,NE
SC2,32.793195,-79.876464,2019-05-22,1019,Enterococci,20,MPN/100 mL,0.00,3/4 flood,fair,SE
SC2,32.793195,-79.876464,2019-05-29,1003,Enterococci,10,MPN/100 mL,0.00,3/4 ebb,clear,W
SC2,32.793195,-79.876464,2019-06-05,1002,Enterococci,52,MPN/100 mL,0.05,full flood,cloud,SE
SC2,32.793195,-79.876464,2019-06-13,0949,Enterococci,5475,MPN/100 mL,3.24,3/4 ebb,cloud,SW
SC2,32.793195,-79.876464,2019-06-19,0953,Enterococci,10,MPN/100 mL,0.00,full flood,fair,SW
SC2,32.793195,-79.876464,2019-06-26,1004,Enterococci,31,MPN/100 mL,0.00,1/4 flood,clear,NW
